category,subcategory,name,description,url,price,image
accessories,bag,Kaleidoscope Crossbody Bag,"The Kaleidoscope Crossbody Bag is a vibrant and versatile accessory that brings a touch of modern flair to your everyday look. Perfect for the woman on the go, this crossbody bag features a unique, multi-colored pattern that shifts and changes as you move, giving it a kaleidoscopic effect that's sure to draw attention. Made from high-quality faux leather, this bag is both durable and stylish, designed to withstand the rigors of daily use.

With dimensions of 15 inches in height, 12 inches in width, and 2 inches in depth, the Kaleidoscope Crossbody Bag offers ample space for your essentials, including a main compartment and two open pockets for quick access. The ruched detailing at the top adds a playful texture, while the adjustable crossbody strap allows you to wear it comfortably over your shoulder or across your body.

The zipped closure ensures your belongings stay secure, making it perfect for carrying your phone, wallet, keys, and other small items. Whether you're running errands, heading to the office, or meeting friends for a casual brunch, the Kaleidoscope Crossbody Bag is a stylish and functional addition to any outfit.",/images/Kaleidoscope_Crossbody_Bag.jpg,119.99,/images/Kaleidoscope_Crossbody_Bag.jpg
accessories,sunglasses,Kaleidoscope Aviator Sunglasses,"The Kaleidoscope Aviator Sunglasses are a unique blend of retro style and modern flair, perfect for adding a touch of edginess to your look. Inspired by classic aviator frames, these sunglasses feature a sleek metal frame that is both durable and stylish. The lenses are polarized, providing optimal UV protection and clear vision in bright conditions. The vibrant, kaleidoscope pattern adds a bold, contemporary twist, making these sunglasses a standout accessory for any ensemble. The comfortable fit and adjustable nose pads ensure all-day wearability, whether you're running errands or enjoying a sunny day at the park.",/images/Kaleidoscope_Aviator_Sunglasses.jpg,139.99,/images/Kaleidoscope_Aviator_Sunglasses.jpg
accessories,bag,Polished Pebble Grain Purse,"The Polished Pebble Grain Purse is a sleek and sophisticated accessory designed to add a touch of luxury to your everyday ensemble. This purse is crafted from premium pebble grain leather, offering a rich texture and a modern look that will never go out of style. The sleek, polished finish of the leather gives it a chic and elegant appearance, making it perfect for both casual outings and formal events.

Inside, the purse features a spacious interior with multiple compartments, including two large main sections and several smaller pockets for organizing your essentials. The durable zippers on both sides provide a secure closure, ensuring your items stay safely inside. The purse measures 11 inches in height, 13 inches in width, and 3 inches in depth, offering ample space for your phone, wallet, keys, and other necessities.

The design of the purse is versatile, allowing you to carry it in hand or over the shoulder with its detachable strap. Whether you're running errands, heading to the office, or attending a special occasion, the Polished Pebble Grain Purse is the perfect companion. Pair it with a sleek blazer and trousers for a polished look, or dress it up with a flowing dress and heels for a glamorous night out.",/images/Polished_Pebble_Grain_Purse.jpg,189.99,/images/Polished_Pebble_Grain_Purse.jpg
apparel,dress,Gardenia Silk Maxi Dress,"Elevate your wardrobe with the Gardenia Silk Maxi Dress, a graceful and elegant choice that combines the sophistication of a maxi dress with the luxurious feel of silk. This dress features a fitted bodice with a flattering V-neckline and spaghetti straps that highlight your shoulders and neck, creating an effortlessly stylish look. The maxi skirt flows beautifully, creating a gentle sway as you move, and the delicate floral print adds a touch of whimsy and charm. 

Crafted from 100% silk, this dress offers a soft, smooth texture that feels luxurious against the skin. The A-line silhouette is designed to flatter all body types, providing a comfortable fit and a flattering appearance. Whether you're attending a garden party, a formal event, or simply looking for a chic and elegant look for a night out, the Gardenia Silk Maxi Dress is the perfect choice. 

Pair it with simple jewelry and a statement clutch for a sophisticated evening look, or dress it down with sandals and a casual bag for a more relaxed daytime ensemble. Its timeless design ensures it will remain a staple in your wardrobe for years to come.",/images/Gardenia_Silk_Maxi_Dress.jpg,179.99,/images/Gardenia_Silk_Maxi_Dress.jpg
apparel,skirt,Navy Fitted Skirt,"The Navy Fitted Skirt is a classic addition to any wardrobe, offering a timeless and stylish look. Crafted from 100% cotton, this skirt is both comfortable and durable, making it perfect for a variety of occasions. The fitted silhouette flatters the figure, while the knee-length design ensures a balanced, elegant appearance. The navy color is both sophisticated and versatile, pairing beautifully with a range of tops, blouses, and jackets. Whether you're heading to the office or a casual lunch, this skirt is a must-have. Machine wash on a delicate cycle at a maximum temperature of 30ºC/86ºF to maintain its color and shape.",/images/Navy_Fitted_Skirt.jpg,159.99,/images/Navy_Fitted_Skirt.jpg
apparel,dress,Halo Hemline Dress,"The Halo Hemline Dress is a stunning blend of modern elegance and classic charm, designed to make a statement at any occasion. This dress features a flattering V-neck and halter straps that add a touch of sophistication, while the empire waistline and flowy hemline create a striking silhouette that flatters your figure. The dress is made from 100% chiffon, offering a lightweight and breathable fabric that drapes beautifully, enhancing its graceful design. The playful polka dots add a whimsical touch, making it perfect for both casual outings and special events. Its versatile style ensures it will remain a favorite in your wardrobe for years to come.",/images/Halo_Hemline_Dress.jpg,79.99,/images/Halo_Hemline_Dress.jpg
accessories,sunglasses,Vivid Rose Gold Aviator Sunglasses,"The Vivid Rose Gold Aviator Sunglasses are a timeless style icon, blending classic aviator design with a modern twist. These sunglasses feature a sleek, rose gold frame that exudes sophistication and a touch of glamour. The rectangular lenses provide optimal protection from harmful UV rays, ensuring clear vision and a comfortable fit. The adjustable nose pads and temple tips allow for a personalized fit, making them suitable for a variety of face shapes and sizes. Whether you're strolling through the city or relaxing on a beach, these sunglasses are the perfect accessory to elevate any outfit.",/images/Vivid_Rose_Gold_Aviator_Sunglasses.jpg,69.99,/images/Vivid_Rose_Gold_Aviator_Sunglasses.jpg
apparel,top blouse sweater,Navy Velvet Trim Sweater Blouse,"The Navy Velvet Trim Sweater Blouse is a sophisticated blend of classic and contemporary style, designed to elevate your wardrobe with its elegant design and luxurious fabric. This blouse features a stylish V-neck and a subtle velvet trim along the neckline and cuffs, adding a touch of richness and texture to its navy blue hue. Made from a soft and comfortable blend of 60% cotton and 40% wool, this sweater offers a perfect balance of warmth and breathability, making it suitable for both cool and mild weather. The relaxed fit ensures a comfortable wear, while the tailored silhouette adds a touch of sophistication to any ensemble. Pair it with a pencil skirt and heels for a polished look, or layer it over jeans and a cardigan for a casual yet chic outfit. Its versatile design makes it a must-have addition to any woman's wardrobe.",/images/Navy_Velvet_Trim_Sweater_Blouse.jpg,109.99,/images/Navy_Velvet_Trim_Sweater_Blouse.jpg
accessories,bag,Kaleidoscope Crossbody Bag,"The Kaleidoscope Crossbody Bag is a vibrant and dynamic accessory that adds a burst of color and personality to any outfit. Designed for the modern woman who appreciates bold fashion, this bag combines style with functionality, making it perfect for both casual and semi-formal occasions. The exterior is crafted from high-quality synthetic leather, offering durability and a sleek, polished finish. Inside, the bag is lined with a soft, breathable fabric that ensures your belongings stay safe and secure. The crossbody strap adjusts easily, allowing you to find the perfect fit for comfort and style. With its ample size, the Kaleidoscope Crossbody Bag offers a generous interior space, measuring 18 inches in length, 12 inches in height, and 4 inches in width. It features two zippered compartments and one open pocket, providing ample storage for your essentials. The bold, colorful design of this bag makes it a standout piece that will turn heads wherever you go.",/images/Kaleidoscope_Crossbody_Bag.jpg,69.99,/images/Kaleidoscope_Crossbody_Bag.jpg
apparel,skirt,Xenia Floral Maxi Skirt,"The Xenia Floral Maxi Skirt is a perfect blend of feminine charm and summer elegance. This versatile maxi skirt features a vibrant floral print that adds a playful touch to any outfit, making it a standout piece for both casual and semi-formal events. The skirt is crafted from a lightweight, breathable cotton fabric that ensures comfort and a smooth fit, making it ideal for warm weather. The A-line silhouette flatters all body types, creating a flattering and flowy look. The maxi length allows for a graceful twirl, adding a touch of drama and flair to your ensemble. Pair it with a simple top and sandals for a chic daytime look, or dress it up with a statement necklace and heels for an evening out. This skirt is perfect for making a memorable style statement wherever you go.",/images/Xenia_Floral_Maxi_Skirt.jpg,89.99,/images/Xenia_Floral_Maxi_Skirt.jpg
accessories,sunglasses,Cypress Leaf Sunglasses,"The Cypress Leaf Sunglasses are a perfect blend of modern elegance and natural beauty. Crafted with a sleek, lightweight frame, these sunglasses feature a distinctive cypress leaf design that adds a touch of whimsy and sophistication to your look. The high-quality acetate frame is not only stylish but also hypoallergenic, making it comfortable for all-day wear. The lenses offer UV400 protection, ensuring your eyes are safeguarded from harmful rays. The temple tips are ergonomically designed to provide a secure fit, while the thin, adjustable nose pads offer a personalized touch. These sunglasses are perfect for a variety of occasions, from casual outings to more formal events. Pair them with a floral dress and sandals for a springtime ensemble, or with a tailored suit for a polished look.",/images/Cypress_Leaf_Sunglasses.jpg,119.99,/images/Cypress_Leaf_Sunglasses.jpg
accessories,bag,Zephyr Zippered Crossbody Bag,"The Zephyr Zippered Crossbody Bag is a perfect blend of style and functionality, designed to keep you organized and chic on the go. This stylish bag features a sleek, modern design that is both practical and fashionable, ideal for everyday use or a night out.

Crafted from high-quality materials, the Zephyr Crossbody Bag is durable and easy to clean. Its exterior is made from a blend of polyester and nylon, providing a lightweight yet sturdy feel. The bag includes a spacious interior with multiple compartments, including a zippered pocket for secure storage of essentials.

Dimensions: 12 inches in height, 14 inches in length, and 4 inches in width. The crossbody strap is adjustable, allowing you to wear it at the perfect length for comfort and convenience. The bag features a durable metal zipper and a secure clasp to keep your belongings safe.

Whether you're running errands, grabbing coffee, or heading to a meeting, the Zephyr Zippered Crossbody Bag is the perfect companion. Its versatile design and ample storage make it a must-have addition to any fashion-forward woman's bag collection.",/images/Zephyr_Zippered_Crossbody_Bag.jpg,189.99,/images/Zephyr_Zippered_Crossbody_Bag.jpg
apparel,skirt,Lavender Lace Midi Skirt,"The Lavender Lace Midi Skirt is a sophisticated and elegant piece designed to add a touch of romance and style to any outfit. This midi skirt features a flattering high waist that accentuates your figure, paired with a subtle lace overlay that adds a delicate and charming touch. The skirt is crafted from 100% cotton, offering a soft and comfortable feel against the skin. The A-line silhouette ensures a graceful and flattering fit, while the mid-length hemline provides a versatile look suitable for both casual outings and more formal events. The skirt is perfect for pairing with a simple top and heels for a night out, or with a blazer and loafers for a polished business look.",/images/Lavender_Lace_Midi_Skirt.jpg,169.99,/images/Lavender_Lace_Midi_Skirt.jpg
accessories,sunglasses,Aria Aviator Sunglasses,"The Aria Aviator Sunglasses are a timeless style icon that combines classic aviator design with modern sophistication. These sunglasses feature a sleek, angular frame crafted from lightweight yet durable acetate, offering both comfort and a stylish look. The frames are designed to flatter all face shapes, with a slightly oversized silhouette that adds a touch of retro charm. The lenses are made from polarized glass, providing excellent UV protection and clear vision, while also reducing glare. The temple arms are adorned with metal accents that add a subtle yet elegant touch. Whether you're strolling through a bustling city or enjoying a sunny day outdoors, the Aria Aviator Sunglasses are the perfect companion for any occasion.",/images/Aria_Aviator_Sunglasses.jpg,119.99,/images/Aria_Aviator_Sunglasses.jpg
accessories,sunglasses,Mystic Mirror Sunglasses,"The Mystic Mirror Sunglasses are a striking blend of modern elegance and retro flair, designed to turn heads wherever you go. These sunglasses feature a sleek, rectangular frame that exudes sophistication, while the mirrored lenses offer a bold, reflective look that adds a touch of mystery to your ensemble. The lightweight, hypoallergenic acetate frame ensures comfort and durability, making them perfect for everyday wear. The temples are adorned with stylish detailing, providing a secure fit and a fashionable touch. Whether you're navigating city streets or enjoying a day at the beach, the Mystic Mirror Sunglasses are the perfect accessory to elevate your style.",/images/Mystic_Mirror_Sunglasses.jpg,119.99,/images/Mystic_Mirror_Sunglasses.jpg
apparel,skirt,Aesthetic A-Line Skirt in Soft Linen,"The Aesthetic A-Line Skirt in Soft Linen is a graceful and elegant addition to any wardrobe. This versatile skirt is designed to flatter all body types, with its flattering A-line silhouette that skims over the hips and creates a balanced, polished look. The soft linen fabric offers a comfortable, breathable feel, making it perfect for both casual outings and more formal events. The delicate texture of the linen adds a touch of sophistication, while the skirt's length and flow make it a timeless piece that will never go out of style. Pair it with a blouse and heels for a sophisticated daytime look, or dress it up with a top and statement jewelry for an evening ensemble.",/images/Aesthetic_A-Line_Skirt_in_Soft_Linen.jpg,159.99,/images/Aesthetic_A-Line_Skirt_in_Soft_Linen.jpg
apparel,top blouse sweater,Olive Silk Blend Sweater Blouse,"The Olive Silk Blend Sweater Blouse is a versatile and stylish addition to any wardrobe, offering a sophisticated look with a touch of elegance. This top combines the comfort of a sweater with the smooth texture of silk, creating a luxurious blend that feels both soft and luxurious against the skin. The relaxed fit and slightly oversized sleeves provide a comfortable, casual look, while the V-neckline adds a modern touch. The olive color is rich and timeless, making it a perfect choice for both everyday wear and special occasions. Crafted from a blend of silk and cotton, this blouse is perfect for layering under jackets or wearing on its own. Pair it with high-waisted jeans and loafers for a polished casual look, or dress it up with a pencil skirt and heels for a chic, professional ensemble.",/images/Olive_Silk_Blend_Sweater_Blouse.jpg,49.99,/images/Olive_Silk_Blend_Sweater_Blouse.jpg
accessories,bag,Linen Canvas Tote Bag,"The Linen Canvas Tote Bag is a perfect blend of casual chic and functional elegance, designed to make everyday outings both stylish and convenient. This tote bag features a spacious interior with ample room for all your essentials, including a zippered pocket for secure storage of valuables. The versatile design makes it suitable for a variety of occasions, from running errands to a casual lunch date.

Crafted from high-quality linen canvas, this bag offers a soft and textured feel, perfect for both the environment and your daily routine. The main body of the bag is 100% linen canvas, providing durability and a classic, timeless look. The bag measures 14 inches in height, 16 inches in length, and 5 inches in width, ensuring ample space for your belongings while maintaining a compact and manageable size. The exterior features a sturdy handle for easy carrying, and the natural linen color adds a subtle elegance to any outfit.

The Linen Canvas Tote Bag is perfect for the modern woman who values both style and practicality. Pair it with a floral dress and sandals for a summer afternoon, or dress it up with a tailored suit for a professional look.",/images/Linen_Canvas_Tote_Bag.jpg,59.99,/images/Linen_Canvas_Tote_Bag.jpg
accessories,sunglasses,Muted Gradient Sunglasses,"The Muted Gradient Sunglasses are a stylish accessory designed to blend sophistication with a touch of modern flair. These sunglasses feature a sleek, rectangular frame that exudes elegance, making them perfect for both casual outings and more formal events. The gradient lenses, transitioning from light to dark, offer optimal sun protection while adding a subtle, stylish element to your look. The lightweight, hypoallergenic material ensures all-day comfort, making these sunglasses a must-have for your collection. Whether you're strolling through a city park or enjoying a day at the beach, these sunglasses are the perfect companion.",/images/Muted_Gradient_Sunglasses.jpg,119.99,/images/Muted_Gradient_Sunglasses.jpg
